timestamp,temperature,humidity,pressure,anomaly,anomaly_type,if_anomaly,if_score,rule_missing_temperature,rule_temp_frozen,rule_temp_drift,rule_anomaly,rule_anomaly_type,final_anomaly,final_anomaly_type
2024-01-03 05:00:00,8.5,98,1020.8,0,normal,0,0.08822908161493792,0,0,0,0,normal,0,normal
2024-01-03 06:00:00,11.0,75,1021.3,0,normal,0,0.051738606164321466,0,0,0,0,normal,0,normal
2024-01-03 07:00:00,11.8,81,1020.1,0,normal,0,0.07374800981991853,0,0,0,0,normal,0,normal
2024-01-03 08:00:00,13.1,76,1019.2,0,normal,0,0.09171703327969194,0,0,0,0,normal,0,normal
2024-01-03 09:00:00,13.6,67,1018.6,0,normal,0,0.09684544084825686,0,0,0,0,normal,0,normal
2024-01-03 10:00:00,14.3,71,1017.6,0,normal,0,0.0934247027724518,0,0,0,0,normal,0,normal
2024-01-03 11:00:00,14.0,74,1017.1,0,normal,0,0.10287420606586878,0,0,0,0,normal,0,normal
2024-01-03 12:00:00,11.8,83,1017.6,0,normal,0,0.09968484734496713,0,0,0,0,normal,0,normal
2024-01-03 13:00:00,9.3,92,1017.2,0,normal,0,0.08364869618206455,0,0,0,0,normal,0,normal
2024-01-03 14:00:00,8.7,93,1017.2,0,normal,0,0.10003656446361964,0,0,0,0,normal,0,normal
2024-01-03 15:00:00,7.2,96,1017.5,0,normal,0,0.09184494027489448,0,0,0,0,normal,0,normal
2024-01-03 16:00:00,6.4,97,1017.9,0,normal,0,0.09235850740709572,0,0,0,0,normal,0,normal
2024-01-03 17:00:00,5.8,98,1018.2,0,normal,0,0.09147593757521671,0,0,0,0,normal,0,normal
2024-01-03 18:00:00,5.6,99,1018.4,0,normal,0,0.0881540891980796,0,0,0,0,normal,0,normal
2024-01-03 19:00:00,5.3,99,1018.4,0,normal,0,0.09028781424145993,0,0,0,0,normal,0,normal
2024-01-03 20:00:00,4.6,99,1017.8,0,normal,0,0.08016373513192654,0,0,0,0,normal,0,normal
2024-01-03 21:00:00,4.6,100,1018.1,0,normal,0,0.07830420604407645,0,0,0,0,normal,0,normal
2024-01-03 22:00:00,5.3,100,1017.9,0,normal,0,0.07849297114779963,0,0,0,0,normal,0,normal
2024-01-03 23:00:00,5.6,99,1017.9,0,normal,0,0.07907563375622617,0,0,0,0,normal,0,normal
2024-01-04 00:00:00,5.8,98,1018.5,0,normal,0,0.08176403985098624,0,0,0,0,normal,0,normal
2024-01-04 01:00:00,5.8,98,1019.2,0,normal,0,0.0903618154556104,0,0,0,0,normal,0,normal
2024-01-04 02:00:00,6.0,99,1019.9,0,normal,0,0.08901515875920174,0,0,0,0,normal,0,normal
2024-01-04 03:00:00,6.6,100,1021.8,0,normal,0,0.0681998743346971,0,0,0,0,normal,0,normal
2024-01-04 04:00:00,7.5,97,1021.1,0,normal,0,0.07449655314848952,0,0,0,0,normal,0,normal
2024-01-04 05:00:00,9.1,92,1021.5,0,normal,0,0.08520809234194293,0,0,0,0,normal,0,normal
2024-01-04 06:00:00,7.4,97,1022.4,0,normal,0,0.058244399971716154,0,0,0,0,normal,0,normal
2024-01-04 07:00:00,13.1,77,1019.8,0,normal,0,0.01187427517265982,0,0,0,0,normal,0,normal
2024-01-04 08:00:00,14.7,72,1018.5,0,normal,0,0.07738772604260602,0,0,0,0,normal,0,normal
2024-01-04 09:00:00,9.6,92,1018.9,0,normal,0,0.04640751143976357,0,0,0,0,normal,0,normal
2024-01-04 10:00:00,16.0,67,1016.7,0,normal,0,0.022813710076511673,0,0,0,0,normal,0,normal
2024-01-04 11:00:00,15.6,70,1016.2,0,normal,0,0.08774905091261703,0,0,0,0,normal,0,normal
2024-01-04 12:00:00,9.4,92,1017.8,0,normal,0,0.02888713172519869,0,0,0,0,normal,0,normal
2024-01-04 13:00:00,10.9,89,1016.7,0,normal,0,0.06714445262552637,0,0,0,0,normal,0,normal
2024-01-04 14:00:00,9.6,94,1016.9,0,normal,0,0.10109981707344151,0,0,0,0,normal,0,normal
2024-01-04 15:00:00,8.6,96,1017.3,0,normal,0,0.10614285899491654,0,0,0,0,normal,0,normal
2024-01-04 16:00:00,7.1,98,1018.2,0,normal,0,0.08282743514775776,0,0,0,0,normal,0,normal
2024-01-04 17:00:00,6.5,99,1018.3,0,normal,0,0.09094239959896855,0,0,0,0,normal,0,normal
2024-01-04 18:00:00,6.3,99,1018.4,0,normal,0,0.09268054680153193,0,0,0,0,normal,0,normal
2024-01-04 19:00:00,6.0,100,1018.2,0,normal,0,0.09235305354939088,0,0,0,0,normal,0,normal
2024-01-04 20:00:00,6.2,100,1018.1,0,normal,0,0.09362368259761594,0,0,0,0,normal,0,normal
2024-01-04 21:00:00,5.9,99,1017.6,0,normal,0,0.09156641554260347,0,0,0,0,normal,0,normal
2024-01-04 22:00:00,6.2,100,1017.8,1,humidity_spike,0,0.09048420376832672,0,0,0,0,normal,0,normal
2024-01-04 23:00:00,6.2,97,1018.0,0,normal,0,0.08200375226253093,0,0,0,0,normal,0,normal
2024-01-05 00:00:00,6.2,98,1018.2,0,normal,0,0.09454423973669446,0,0,0,0,normal,0,normal
2024-01-05 01:00:00,6.3,97,1018.7,0,normal,0,0.09647999178225342,0,0,0,0,normal,0,normal
2024-01-05 02:00:00,5.9,95,1019.4,0,normal,0,0.09515034722755178,0,0,0,0,normal,0,normal
2024-01-05 03:00:00,7.0,94,1020.6,0,normal,0,0.09394645805255286,0,0,0,0,normal,0,normal
2024-01-05 04:00:00,6.5,94,1020.8,0,normal,0,0.09494523257897403,0,0,0,0,normal,0,normal
2024-01-05 05:00:00,7.3,96,1021.4,0,normal,0,0.08216869069413058,0,0,0,0,normal,0,normal
2024-01-05 06:00:00,9.4,87,1021.1,0,normal,0,0.07182222379668074,0,0,0,0,normal,0,normal
2024-01-05 07:00:00,10.5,82,1020.1,0,normal,0,0.07909280130739726,0,0,0,0,normal,0,normal
2024-01-05 08:00:00,12.0,74,1018.9,0,normal,0,0.08276073596633565,0,0,0,0,normal,0,normal
2024-01-05 09:00:00,11.0,78,1019.1,0,normal,0,0.0920214865838529,0,0,0,0,normal,0,normal
2024-01-05 10:00:00,13.8,64,1017.5,0,normal,0,0.06718763832999797,0,0,0,0,normal,0,normal
2024-01-05 11:00:00,13.3,67,1017.7,0,normal,0,0.09697236885059757,0,0,0,0,normal,0,normal
2024-01-05 12:00:00,8.6,95,1019.1,0,normal,0,0.015448252556908515,0,0,0,0,normal,0,normal
2024-01-05 13:00:00,9.4,90,1018.8,0,normal,0,0.0704419031899956,0,0,0,0,normal,0,normal
2024-01-05 14:00:00,8.6,92,1019.2,0,normal,0,0.09683835436611982,0,0,0,0,normal,0,normal
2024-01-05 15:00:00,7.2,95,1019.4,0,normal,0,0.09106758660830638,0,0,0,0,normal,0,normal
2024-01-05 16:00:00,6.9,96,1019.5,0,normal,0,0.09389384075203178,0,0,0,0,normal,0,normal
2024-01-05 17:00:00,6.6,96,1020.0,0,normal,0,0.09307526862180782,0,0,0,0,normal,0,normal
2024-01-05 18:00:00,6.6,96,1019.8,0,normal,0,0.09443339504889398,0,0,0,0,normal,0,normal
2024-01-05 19:00:00,6.0,98,1019.9,0,normal,0,0.0944981020276276,0,0,0,0,normal,0,normal
2024-01-05 20:00:00,4.7,100,1020.0,0,normal,0,0.07693488522049008,0,0,0,0,normal,0,normal
2024-01-05 21:00:00,4.8,100,1020.0,0,normal,0,0.08015495513741949,0,0,0,0,normal,0,normal
2024-01-05 22:00:00,4.5,100,1019.6,0,normal,0,0.07529474339240311,0,0,0,0,normal,0,normal
2024-01-05 23:00:00,5.6,100,1019.8,0,normal,0,0.057291353745871354,0,0,0,0,normal,0,normal
2024-01-06 00:00:00,5.8,99,1019.9,0,normal,0,0.07505020960384601,0,0,0,0,normal,0,normal
2024-01-06 01:00:00,6.1,98,1020.6,0,normal,0,0.08481256214464061,0,0,0,0,normal,0,normal
2024-01-06 02:00:00,6.3,97,1021.3,0,normal,0,0.08944103807629783,0,0,0,0,normal,0,normal
2024-01-06 03:00:00,7.4,100,1022.8,0,normal,0,0.0736069638099241,0,0,0,0,normal,0,normal
2024-01-06 04:00:00,6.9,98,1023.2,0,normal,0,0.0664973059083595,0,0,0,0,normal,0,normal
2024-01-06 05:00:00,7.9,97,1023.3,0,normal,0,0.06707123488128885,0,0,0,0,normal,0,normal
2024-01-06 06:00:00,8.8,95,1022.7,0,normal,0,0.06364908629117594,0,0,0,0,normal,0,normal
2024-01-06 07:00:00,12.8,76,1021.4,0,normal,0,0.04600349428902062,0,0,0,0,normal,0,normal
2024-01-06 08:00:00,15.1,66,1019.4,0,normal,0,0.06575237176410831,0,0,0,0,normal,0,normal
2024-01-06 09:00:00,12.5,76,1020.1,0,normal,0,0.07627627450351965,0,0,0,0,normal,0,normal
2024-01-06 10:00:00,15.4,64,1018.8,0,normal,0,0.07284536273483877,0,0,0,0,normal,0,normal
2024-01-06 11:00:00,14.5,70,1018.9,0,normal,0,0.09628871939093758,0,0,0,0,normal,0,normal
2024-01-06 12:00:00,10.4,87,1020.2,0,normal,0,0.05772952707253304,0,0,0,0,normal,0,normal
2024-01-06 13:00:00,9.5,94,1020.4,0,normal,0,0.07432442762639441,0,0,0,0,normal,0,normal
2024-01-06 14:00:00,8.4,96,1020.4,0,normal,0,0.08976377417820469,0,0,0,0,normal,0,normal
2024-01-06 15:00:00,7.5,97,1020.5,0,normal,0,0.08717756060051918,0,0,0,0,normal,0,normal
2024-01-06 16:00:00,6.9,97,1020.7,0,normal,0,0.08922430434528494,0,0,0,0,normal,0,normal
2024-01-06 17:00:00,6.3,99,1020.6,0,normal,0,0.08387058113114643,0,0,0,0,normal,0,normal
2024-01-06 18:00:00,5.9,99,1020.6,0,normal,0,0.08614954989605123,0,0,0,0,normal,0,normal
2024-01-06 19:00:00,5.7,99,1020.5,0,normal,0,0.08643360810266476,0,0,0,0,normal,0,normal
2024-01-06 20:00:00,6.0,99,1020.4,0,normal,0,0.08464962093078954,0,0,0,0,normal,0,normal
2024-01-06 21:00:00,6.0,98,1020.5,0,normal,0,0.0879211109271067,0,0,0,0,normal,0,normal
2024-01-06 22:00:00,5.8,99,1020.2,0,normal,0,0.0873325837777979,0,0,0,0,normal,0,normal
2024-01-06 23:00:00,5.3,98,1020.5,0,normal,0,0.0734053721892482,0,0,0,0,normal,0,normal
2024-01-07 00:00:00,5.2,98,1020.4,0,normal,0,0.0774747416496468,0,0,0,0,normal,0,normal
2024-01-07 01:00:00,5.3,98,1021.0,0,normal,0,0.07679610939114706,0,0,0,0,normal,0,normal
2024-01-07 02:00:00,5.4,98,1021.7,0,normal,0,0.07746223528667556,0,0,0,0,normal,0,normal
2024-01-07 03:00:00,7.2,100,1023.1,0,normal,0,0.05928580299664504,0,0,0,0,normal,0,normal
2024-01-07 04:00:00,6.5,96,1023.5,0,normal,0,0.06359441091750812,0,0,0,0,normal,0,normal
2024-01-07 05:00:00,7.3,96,1024.2,0,normal,0,0.0567153832113888,0,0,0,0,normal,0,normal
2024-01-07 06:00:00,8.6,95,1024.4,0,normal,0,0.053213359090056644,0,0,0,0,normal,0,normal
2024-01-07 07:00:00,11.2,81,1022.7,0,normal,0,0.04118161086685057,0,0,0,0,normal,0,normal
2024-01-07 08:00:00,12.9,76,1021.4,0,normal,0,0.07151586671336885,0,0,0,0,normal,0,normal
2024-01-07 09:00:00,10.2,87,1021.6,0,normal,0,0.06400059183171442,0,0,0,0,normal,0,normal
2024-01-07 10:00:00,14.6,69,1019.6,0,normal,0,0.04599642474862481,0,0,0,0,normal,0,normal
2024-01-07 11:00:00,14.2,72,1019.4,0,normal,0,0.0903567399516867,0,0,0,0,normal,0,normal
2024-01-07 12:00:00,9.6,84,1021.0,0,normal,0,0.04950052687481038,0,0,0,0,normal,0,normal
2024-01-07 13:00:00,9.9,93,1019.4,0,normal,0,0.049910138308384366,0,0,0,0,normal,0,normal
2024-01-07 14:00:00,8.3,96,1020.2,0,normal,0,0.08183571100994286,0,0,0,0,normal,0,normal
2024-01-07 15:00:00,7.5,97,1020.3,0,normal,0,0.09147690089272559,0,0,0,0,normal,0,normal
2024-01-07 16:00:00,6.7,98,1020.6,0,normal,0,0.08636847673699682,0,0,0,0,normal,0,normal
2024-01-07 17:00:00,5.8,99,1020.8,0,normal,0,0.08013975760321618,0,0,0,0,normal,0,normal
2024-01-07 18:00:00,5.3,100,1020.8,0,normal,0,0.07917672748881815,0,0,0,0,normal,0,normal
2024-01-07 19:00:00,5.2,100,1020.7,0,normal,0,0.07575746032223563,0,0,0,0,normal,0,normal
2024-01-07 20:00:00,4.5,100,1020.6,0,normal,0,0.07464824693885852,0,0,0,0,normal,0,normal
2024-01-07 21:00:00,5.1,99,1020.6,0,normal,0,0.06675582298460192,0,0,0,0,normal,0,normal
2024-01-07 22:00:00,5.4,98,1020.9,0,normal,0,0.07439847772399122,0,0,0,0,normal,0,normal
2024-01-07 23:00:00,5.5,98,1020.9,0,normal,0,0.07563199330927967,0,0,0,0,normal,0,normal
2024-01-08 00:00:00,5.5,98,1020.8,0,normal,0,0.07266393723115855,0,0,0,0,normal,0,normal
2024-01-08 01:00:00,5.7,97,1021.2,0,normal,0,0.0809478944512616,0,0,0,0,normal,0,normal
2024-01-08 02:00:00,5.5,97,1021.8,0,normal,0,0.0851451602814271,0,0,0,0,normal,0,normal
2024-01-08 03:00:00,6.4,100,1023.4,0,normal,0,0.05572310678976089,0,0,0,0,normal,0,normal
2024-01-08 04:00:00,6.2,98,1023.2,0,normal,0,0.05946370278241997,0,0,0,0,normal,0,normal
2024-01-08 05:00:00,7.3,97,1023.8,0,normal,0,0.06039766316259665,0,0,0,0,normal,0,normal
2024-01-08 06:00:00,7.4,97,1024.1,0,normal,0,0.055289609090539094,0,0,0,0,normal,0,normal
2024-01-08 07:00:00,12.4,77,1022.0,0,normal,0,0.013962827872360473,0,0,0,0,normal,0,normal
2024-01-08 08:00:00,13.7,74,1021.0,0,normal,0,0.07148044856645247,0,0,0,0,normal,0,normal
2024-01-08 09:00:00,8.8,95,1021.8,0,normal,0,0.02234102663280818,0,0,0,0,normal,0,normal
2024-01-08 10:00:00,14.6,73,1019.5,0,normal,0,0.016628564711476113,0,0,0,0,normal,0,normal
2024-01-08 11:00:00,14.7,71,1018.7,0,normal,0,0.07717228871639359,0,0,0,0,normal,0,normal
2024-01-08 12:00:00,8.4,95,1020.2,0,normal,0,0.007244521344033861,0,0,0,0,normal,0,normal
2024-01-08 13:00:00,9.7,89,1019.0,0,normal,0,0.04611055877617892,0,0,0,0,normal,0,normal
2024-01-08 14:00:00,8.2,93,1019.3,0,normal,0,0.08705591126364448,0,0,0,0,normal,0,normal
2024-01-08 15:00:00,7.3,95,1019.5,0,normal,0,0.09686409751367359,0,0,0,0,normal,0,normal
2024-01-08 16:00:00,6.5,96,1020.3,0,normal,0,0.0857129997851045,0,0,0,0,normal,0,normal
2024-01-08 17:00:00,6.0,98,1020.5,0,normal,0,0.08809054104542452,0,0,0,0,normal,0,normal
2024-01-08 18:00:00,4.9,100,1020.5,0,normal,0,0.0743756621990434,0,0,0,0,normal,0,normal
2024-01-08 19:00:00,4.9,100,1020.3,0,normal,0,0.07716716238007149,0,0,0,0,normal,0,normal
2024-01-08 20:00:00,5.2,99,1020.2,0,normal,0,0.07323860213038369,0,0,0,0,normal,0,normal
2024-01-08 21:00:00,5.1,99,1020.6,0,normal,0,0.0810830992990959,0,0,0,0,normal,0,normal
2024-01-08 22:00:00,5.3,97,1020.7,0,normal,0,0.07561463460534545,0,0,0,0,normal,0,normal
2024-01-08 23:00:00,5.2,97,1020.5,0,normal,0,0.07558378496604795,0,0,0,0,normal,0,normal
2024-01-09 00:00:00,5.6,99,1020.7,0,normal,0,0.06955040042300925,0,0,0,0,normal,0,normal
2024-01-09 01:00:00,5.9,98,1020.9,0,normal,0,0.0825969211528505,0,0,0,0,normal,0,normal
2024-01-09 02:00:00,5.8,93,1021.3,0,normal,0,0.08094643782936295,0,0,0,0,normal,0,normal
2024-01-09 03:00:00,8.0,97,1022.4,0,normal,0,0.0760772688878456,0,0,0,0,normal,0,normal
2024-01-09 04:00:00,6.7,95,1022.5,0,normal,0,0.07545977564500606,0,0,0,0,normal,0,normal
2024-01-09 05:00:00,7.5,94,1023.0,0,normal,0,0.07866193285353501,0,0,0,0,normal,0,normal
2024-01-09 06:00:00,8.2,97,1023.6,0,normal,0,0.06526849694562803,0,0,0,0,normal,0,normal
2024-01-09 07:00:00,10.3,82,1021.9,0,normal,0,0.04450920072552528,0,0,0,0,normal,0,normal
2024-01-09 08:00:00,11.6,75,1020.8,0,normal,0,0.07043052882732764,0,0,0,0,normal,0,normal
2024-01-09 09:00:00,9.4,92,1021.7,0,normal,0,0.043238421183119935,0,0,0,0,normal,0,normal
2024-01-09 10:00:00,13.2,71,1019.4,0,normal,0,0.029207712126535668,0,0,0,0,normal,0,normal
2024-01-09 11:00:00,13.0,72,1019.3,0,normal,0,0.08421413159335361,0,0,0,0,normal,0,normal
2024-01-09 12:00:00,10.0,84,1021.0,0,normal,0,0.058307035093742465,0,0,0,0,normal,0,normal
2024-01-09 13:00:00,9.2,90,1020.0,0,normal,0,0.06791346139483379,0,0,0,0,normal,0,normal
2024-01-09 14:00:00,8.3,92,1020.4,0,normal,0,0.09610660828407702,0,0,0,0,normal,0,normal
2024-01-09 15:00:00,7.2,94,1020.7,0,normal,0,0.08795815050624262,0,0,0,0,normal,0,normal
2024-01-09 16:00:00,6.4,95,1020.6,0,normal,0,0.08660351268588062,0,0,0,0,normal,0,normal
2024-01-09 17:00:00,5.0,97,1021.2,0,normal,0,0.07084448661790987,0,0,0,0,normal,0,normal
2024-01-09 18:00:00,4.7,98,1020.7,0,normal,0,0.07182573263062447,0,0,0,0,normal,0,normal
2024-01-09 19:00:00,4.4,98,1020.3,0,normal,0,0.07620843569505431,0,0,0,0,normal,0,normal
2024-01-09 20:00:00,4.5,99,1019.9,0,normal,0,0.07123309917999093,0,0,0,0,normal,0,normal
2024-01-09 21:00:00,5.0,98,1019.8,0,normal,0,0.07423822973025707,0,0,0,0,normal,0,normal
2024-01-09 22:00:00,4.0,98,1020.3,0,normal,0,0.06990945669150228,0,0,0,0,normal,0,normal
2024-01-09 23:00:00,4.4,99,1020.0,0,normal,0,0.06075493664834547,0,0,0,0,normal,0,normal
2024-01-10 00:00:00,4.9,99,1020.2,0,normal,0,0.06702188555576244,0,0,0,0,normal,0,normal
2024-01-10 01:00:00,5.3,99,1020.5,0,normal,0,0.07761997932721337,0,0,0,0,normal,0,normal
2024-01-10 02:00:00,5.6,99,1020.7,0,normal,0,0.08082046000044218,0,0,0,0,normal,0,normal
2024-01-10 03:00:00,6.8,97,1022.1,0,normal,0,0.07533755981596768,0,0,0,0,normal,0,normal
2024-01-10 04:00:00,7.0,96,1021.8,0,normal,0,0.0843401909577397,0,0,0,0,normal,0,normal
2024-01-10 05:00:00,8.8,90,1021.9,0,normal,0,0.07779873948434846,0,0,0,0,normal,0,normal
2024-01-10 06:00:00,8.6,89,1021.6,0,normal,0,0.07728761634297243,0,0,0,0,normal,0,normal
2024-01-10 07:00:00,13.7,74,1019.4,0,normal,0,0.0424956976116202,0,0,0,0,normal,0,normal
2024-01-10 08:00:00,14.5,71,1017.7,0,normal,0,0.07925368020680024,0,0,0,0,normal,0,normal
2024-01-10 09:00:00,11.8,71,1018.5,0,normal,0,0.08505145139449288,0,0,0,0,normal,0,normal
2024-01-10 10:00:00,25.0,71,1016.3,1,multivariate_inconsistency,1,-0.021875038608825004,0,0,0,0,normal,1,isolation_forest_anomaly
2024-01-10 11:00:00,14.1,73,1016.0,0,normal,1,-0.009874928880913236,0,0,0,0,normal,1,isolation_forest_anomaly
2024-01-10 12:00:00,9.8,84,1017.9,0,normal,0,0.02905621808971287,0,0,0,0,normal,0,normal
2024-01-10 13:00:00,9.4,92,1017.8,0,normal,0,0.0834136938513495,0,0,0,0,normal,0,normal
2024-01-10 14:00:00,8.7,94,1018.2,0,normal,0,0.10087473930884316,0,0,0,0,normal,0,normal
2024-01-10 15:00:00,8.0,95,1018.4,0,normal,0,0.1023325427868455,0,0,0,0,normal,0,normal
2024-01-10 16:00:00,7.5,95,1018.6,0,normal,0,0.10352475864625704,0,0,0,0,normal,0,normal
2024-01-10 17:00:00,6.9,95,1018.5,0,normal,0,0.10084834096540934,0,0,0,0,normal,0,normal
2024-01-10 18:00:00,6.5,95,1018.6,0,normal,0,0.10314147457316997,0,0,0,0,normal,0,normal
2024-01-10 19:00:00,5.9,96,1018.5,0,normal,0,0.10342475950706681,0,0,0,0,normal,0,normal
2024-01-10 20:00:00,5.7,96,1018.4,0,normal,0,0.10289734161965519,0,0,0,0,normal,0,normal
2024-01-10 21:00:00,5.8,95,1018.4,0,normal,0,0.09426246190414889,0,0,0,0,normal,0,normal
2024-01-10 22:00:00,5.8,95,1018.0,0,normal,0,0.10171268435730046,0,0,0,0,normal,0,normal
2024-01-10 23:00:00,4.5,98,1018.1,0,normal,0,0.07728902978742674,0,0,0,0,normal,0,normal
2024-01-11 00:00:00,4.6,99,1018.5,0,normal,0,0.07497994224919502,0,0,0,0,normal,0,normal
2024-01-11 01:00:00,5.0,100,1019.2,0,normal,0,0.07567998051243902,0,0,0,0,normal,0,normal
2024-01-11 02:00:00,5.2,99,1020.0,0,normal,0,0.07428715994890978,0,0,0,0,normal,0,normal
2024-01-11 03:00:00,6.6,97,1021.9,0,normal,0,0.06617270945476206,0,0,0,0,normal,0,normal
2024-01-11 04:00:00,6.4,98,1021.9,0,normal,0,0.07663948421788974,0,0,0,0,normal,0,normal
2024-01-11 05:00:00,7.6,96,1022.7,0,normal,0,0.06941549033539018,0,0,0,0,normal,0,normal
2024-01-11 06:00:00,7.8,89,1023.2,0,normal,0,0.06367129525669712,0,0,0,0,normal,0,normal
